count_commentators,count_editions,count_bibentries,count_lines,html
1,0,1,3,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_sebb1998"" class=""ref bibl"">Sebek</a> (1998, pp. 176&ndash;7), quoting <a href=""#tln_0045"" class=""ref lb"">45&ndash;7</a>: Overseas trade, in short, confounds identity, and that confusion takes the form of mistaken exchanges, as Antipholus of Syracuse remarks: [quotes <a href=""#tln_1184"" class=""ref lb"">1184&ndash;94</a>]. [<i>177</i>] The passage equates being acknowledged as oneself&mdash;being called by one&rsquo;s name, or hailed in a social gesture, the salute&mdash;with participating in exchanges of various sorts: buying and selling, giving and receiving money, prof[f]ering and accepting invitations or expressions of gratitude for kindnesses previously rendered. Even the validation of physical existence&mdash;the measure of my body [<a href=""#tln_1192"" class=""ref lb"">1192</a>]&mdash;is part of an ongoing transaction..&nbsp;.&nbsp;. Only sorcery intruding from the outer (or upper) reaches.&nbsp;.&nbsp;. can account for the perplexing social exchanges our twin experiences. Antipholus of Syracuse and the dramatic structure of <i>The Comedy of Errors</i> demand that we understand commerce as a means of both constructing and expressing&mdash;enacting and symbolizing&mdash;identity.</p>"
5,0,5,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Others who discuss identity are <a href=""#b_burf1968"" class=""ref bibl"">Burelbach</a> (1968, pp. 71&ndash;3); <a href=""#b_uhlc1968"" class=""ref bibl"">Uhlig</a> (1968, pp. 450&ndash;5&mdash;see ); <a href=""#b_soer1972"" class=""ref bibl"">Soellner</a> (1972, p. 70): But it is no accident that in <i>The Comedy of Errors</i> the identity question [<a href=""#tln_0864"" class=""ref lb"">864&ndash;5</a>] is asked in its most impressive form by a servant, whom, according to comic convention, we cannot take altogether seriously. We never cease to laugh even when we feel his plight; <a href=""#b_haic1978"" class=""ref bibl"">Haines</a> (1978, p. 113), who believes that money rather than identity is the serious matter in the play; <a href=""#b_drij1983"" class=""ref bibl"">Driscoll</a> (1983, p. 90), a Jungian study: Shakespeare first explicitly states the theme of lost social identity in <i>The Comedy of Errors</i> when, in an uncharacteristically reflective moment, Antipholus of Syracuse declares: [quotes <a href=""#tln_0199"" class=""ref lb"">199&ndash;200</a>].</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Associated with anxiety about the loss of identity is the fear of transformation. <a href=""#b_babw1972"" class=""ref bibl"">Babula</a> (1972, pp. 26, 33): A single element that ties all of these characters is their fear of destructive change. He lists them, nearly all having to do with the fear of metamorphosis.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_wyrd1982"" class=""ref bibl"">Wyrick</a> (1982, pp. 438, 443): Under his [the ass&rsquo;s] shaggy skin lurks a remarkable ability to shift symbolic significance. The licentious ass, the foolish ass, and the admirable ass inhabit one hide..&nbsp;.&nbsp;. </p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_carw1985"" class=""ref bibl"">Carroll</a> (1985, pp. 65, 67, 72&ndash;3): The rhetoric and terminology of metamorphosis are everywhere overt in <i>The Comedy of Errors</i>, but the physical process itself has been carefully sidestepped: the dramatist employs instead doubling and an ingenious manipulation of what might be termed situational point of view to achieve the same effects..&nbsp;.&nbsp;. </p>"
2,0,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Others who treat transformation are <a href=""#b_lega1974"" class=""ref bibl"">Leggatt</a> (1974, p. 11): S. Antipholus transformed by love, and <a href=""#b_scow1977"" class=""ref bibl"">Scott</a> (1977, p. 115): The power of love to transform a person is the basis of an impressive moment in <i>The Comedy of Errors</i> when Antipholus of Syracuse met Luciana.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_fela1955"" class=""ref bibl"">Feldman</a> (1955, p. 116): The dramatist&rsquo;s compassion for the melancholy [E.] Antipholus bears witness for our conviction that Shakespeare identified himself with the outraged husband. He had broken away from his own wife and felt a strong impulse to justify the act on the stage. It could not be shown straightforwardly, of course. In the first place the poet was too blind with tears of self-pity to see the naked truth. Moreover he sensed that his wife did not hold a monopoly of the guilt in their disgrace. He had the intelligence and the courage to admit that he had contributed wrongs and miseries to the marriage; but his courage took the peculiar path of confessing his sins under the mask of comedy. Feldman sees the play as the product of Sh.&rsquo;s guilty incestuous desires for his mother.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_grim1969"" class=""ref bibl"">Grivelet</a> (1969, pp. 15 ff.), on Moli&egrave;re&rsquo;s <i>Amphitryon</i> and <i>Err.</i>, sees <i>Err.</i> as based in the Oedipus complex; he is one of few commentators to dwell on the skirted incest in the play. The riddle of twins is widespread; the fact of two people indistinguishable by looks may cause anxiety, because of the ease with which the wrong twin might have sex with an unwitting wife, as Jupiter does with Alcmena in <i>Amphitruo</i> and as Adriana, dutiful wife though she is, narrowly escapes going to bed with the wrong Antipholus. And thus the case reveals itself as one.&nbsp;.&nbsp;. of potential incest..&nbsp;.&nbsp;. It is easy enough to see moreover that in [<i>16</i>] the triangular relationship the real Amphitryon plays the part of a staid husband, already past his best, while all the illicit intoxication, the daring, the youth of love is on the side of Jupiter. Thus the suggestion of incest which attaches to the triangle points to its great archetype. As Charles Mauron says, the magic resemblance between two brothers modulates into the magic resemblance between father and son. You have.&nbsp;.&nbsp;. the inevitable Oedipus situation.</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">In <i>The Comedy of Errors</i>, the fun arises mostly from the fact that the pieces of the family puzzle, the elements of the solution, are all there, ready for use, in the same city of Ephesus. Only the most perverse of chances would bring about a fatal mistaking of identities. Our real fear is lest the two [sets of twins] should happen to meet and thus, by inevitable recognition, spoil the game. The greatest hilarity surrounds the excluding of E. Antipholus from his own house, bringing on the near-miss of incest between Adriana and her brother-in-law. (P. 18): Whether we fear more that this should happen than that it should not is a debatable question and, perhaps, a matter of taste. In any case, our comic pleasure owes much to the extreme precision and the extreme precariousness, to what we may call with Antipholus the sure uncertainty [<a href=""#tln_0580"" class=""ref lb"">580</a>] of the equilibrium. This, I suggest, is the distinctive Shakespearian ambiguity..&nbsp;.&nbsp;. </p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""> The irony is that Antipholus seems thus to be speaking the language of incestuous passion [to Luciana] while he is expressing his soul&rsquo;s pure truth [<a href=""#tln_0824"" class=""ref lb"">824</a>], just as Adriana is unwittingly wanton when she urges the same Antipholus to be true to her as a husband should. Virtuous words in equivocal situation..&nbsp;.&nbsp;. The enchantment comes from everybody&rsquo;s many-hued uncertainty about himself..&nbsp;.&nbsp;. </p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_macw1978"" class=""ref bibl"">MacCary</a> (1978, pp. 528&ndash;34): If we were to formulate a kind of comedy which would fulfill the demands associated with the pre-oedipal period [the child before he has learned to channel all his libidinal energy into the pursuit of a woman who will take the place of his mother], it would have many of the aspects which critics find annoying in <i>The Comedy of Errors</i>. The family would be more important than anyone outside the family, and the mother would be the most important member of the family. Security and happiness would be sought not in sexual intercourse with a person of the opposite sex but in reunion with or creation of a person like the person the protagonist would like to become, i.e., his alter ego, or, more correctly, his ideal ego. There would be an ambivalent attitude toward women in the play, because the young child (male) depends upon his mother for sustenance but fears being reincorporated by the mother. Such fears of the overwhelming mother might be expressed in terms of locked doors and bondage, but the positive nurturing mother would occasion concern with feasting and drinking. There might even be ambivalent situations, such as banquets arranged by threatening women, and ambivalent symbols, such as gold rings or chains, which suggest both attraction and restriction.</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_macw1978"" class=""ref bibl"">MacCary</a> explores the water-drop image, <a href=""#tln_0197"" class=""ref lb"">197&ndash;204</a>. (P. 530): The water here, as ocean, is the overwhelming aspect of the mother, the mother from whom the child cannot differentiate himself. She projects to us the image of what we shall become; but it is a fragile image, and if we lose it we risk reintegration with her, reabsorption, a reversal of the process of individuation which we suffer from the sixth to the eighteenth month..&nbsp;.&nbsp;. </p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">On the two water-drop speeches, above and <a href=""#tln_0514"" class=""ref lb"">514&ndash;24</a> (p. 532): Most critics would acknowledge the central position of these two passages in the argument of the play, but they do not account for their effectiveness. The impact of the repetition is due to the reversal of the protagonist&rsquo;s expectations. He came seeking his mirror image, like Narcissus, his ideal ego, his mother&rsquo;s image of himself, and finds instead a woman who claims to be part of himself: and she threatens him with that absorption and lack of identity which he had so feared: she is the overwhelming mother..&nbsp;.&nbsp;. In his speech he was the drop of water; in her speech the drop of water is let fall as an analogy, but he becomes again that drop of water and flees from the woman who would quite literally engulf him.</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""> He flees.&nbsp;.&nbsp;. to the arms of the benign Luciana..&nbsp;.&nbsp;. This unthreatening, undemanding woman attracts [him], and he makes love to her in terms which recall the two drop of water speeches: [quotes <a href=""#tln_0840"" class=""ref lb"">840&ndash;50</a>]. </p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">When Aemilia appears she scolds Adriana, telling her that she must not treat her husband in the threatening way she is accused of. S. Antipholus (p. 533) has finally been able to conquer his fear of losing his identity in his mother&rsquo;s too close embrace because she herself tells him that this is no way for a woman to treat him: [<i>534</i>] [quotes <a href=""#tln_1538"" class=""ref lb"">1538&ndash;51</a>; he is hiding in the priory unable to hear her]..&nbsp;.&nbsp;. [S. Antipholus] finds simultaneously the two sexual objects Freud tells us we all originally have: his own benevolent and protective mother and the image of himself in his brother he has narcissistically pursued.</p>"
3,0,3,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_macw1978"" class=""ref bibl"">MacCary</a> is followed, with differences in emphasis, by <a href=""#b_kahc1980"" class=""ref bibl"">Kahn</a> (1980) and <a href=""#b_adej1985"" class=""ref bibl"">Adelman</a> (1985), whose endnote 7 (p. 97), explains those differences.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_barc1980"" class=""ref bibl"">Barber</a> (1980, pp. 190 ff.) discusses Sh.&rsquo;s intense use of the family to work out, as it were, his psychological relationships within his own family. He doesn&rsquo;t attempt tragedy regularly until he has outdone his father. Shakespeare&rsquo;s earlier work is shaped by a very strong identification with the cherishing role of the parents of early infancy..&nbsp;.&nbsp;. Active male-to-male rivalry and violence is typically between brothers..&nbsp;.&nbsp;. The chief source of menace, however, is in women. For behind the identification with maternal, cherishing attitudes, motivating it at deep levels, is the danger of being abandoned or overpowered. So a central preoccupation of the early work is with overpowering women&mdash;either being overpowered by them or overpowering them.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_barc1980"" class=""ref bibl"">Barber</a> notes different ways of coping with the incest taboo (p. 191), which is necessarily an urgent problem in such family-centered art and the temperament that produced it. His illustrations are from <i>Tit.</i> but could be drawn from <i>Err.</i> as his many references to narrowly averted incest show.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_freb1980b"" class=""ref bibl"">Freedman</a> ( &ldquo;Errors,&rdquo; 1980, pp. 233 ff.) wants to relieve farce of its definition (<i>OED</i>) as a dramatic work (usually short) which has for its sole object to excite laughter..&nbsp;.&nbsp;. </p>"
1,0,2,3,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Turning to <i>Err.</i>, <a href=""#b_freb1980b"" class=""ref bibl"">Freedman</a> begins an analysis that depends on three assertions that are either wrong or unproven. First, There has been no successful attempt to uncover a method to the mad confusion of the twins&rsquo; identities in the main plot or a reason for its envelopment by a frame plot containing their father&rsquo;s woes. The cause of this critical standstill is a plot rife with contradictions, omissions, discontinuities, and disclaimers. The section on structure, , details many successful attempt[s] to deal with the play on other than psychoanalytic terms. Second, Egeon&rsquo;s thousand mark ransom or fine is everywhere described as a debt (p. 239): Egeon&rsquo;s doom is also the result of an inability to pay a debt (see also <a href=""#b_freb1980a"" class=""ref bibl"">Freedman</a>, &ldquo;Egeon&rsquo;s Debt,&rdquo; 1980); her whole analysis depends on this notion. But a debt is anything.&nbsp;.&nbsp;. which one person is under an obligation to pay or render to another (<i>OED</i>, 1) and an obligation is an agreement.&nbsp;.&nbsp;. whereby a person.&nbsp;.&nbsp;. become[s] bound to the payment of a sum of money (<i>OED</i>, 2 <i>Law</i>); to call Egeon&rsquo;s fine or ransom anything like an agreement, without at least arguing for the definition, torments the language too much, even though we speak, probably too loosely, of a criminal&rsquo;s paying a debt to society. Third (p. 240), The highlight of Egeon&rsquo;s story is equally a failure to return home [equal to E. Antipholus&rsquo;s], which, while it is melodramatically presented to us as the result of cruel fate [there is no such phrase in the play, but see <a href=""#tln_0143"" class=""ref lb"">143&ndash;4</a>], is not the first such incident in his biography. It is, however, the one instance in which Egeon&rsquo;s separation from his spouse is attributed to external forces, earlier separations being attributed once to business ([<a href=""#tln_0045"" class=""ref lb"">45&ndash;6</a>]), and once, most significantly, to personal preference ([<a href=""#tln_0062"" class=""ref lb"">62&ndash;4</a>]). Freedman must misread My wife, not meanely prowd of two such boyes, Made daily motions for our home returne: Vnwilling I agreed, alas, too soone we came aboord, where there is no separation in our home returne and no personal preference save not wanting to set sail as a family in Vnwilling I agreed; her citation seems not to include alas.&nbsp;.&nbsp;. aboord.</p>"
1,0,1,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_freb1980a"" class=""ref bibl"">Freedman</a> ( &ldquo;Egeon&rsquo;s Debt,&rdquo; 1980) repeats much of the preceding essay. One problem in this essay is the paucity of quotation, which leads to the reader&rsquo;s not always recognizing the context (p. 371): Antipholus of Syracuse no sooner enters Ephesus than he is led by the device of mistaken identities to believe he has lost all his money. Having just learned of the precarious state of Syracusans in Ephesus, Antipholus of Syracuse fears that he will incur the debt which, unknown to him, his father has contracted. His financial situation is no sooner clarified than he is mistakenly accused of marital neglect by his sister-in-law, Adriana, who claims of him the obligations of husband to wife. The substitution of marital for monetary indebtedness is significant; it leads to the first possibility of redemption in the play. Antipholus of Syracuse follows Adriana to his brother&rsquo;s home, where he is promised a full dinner and Adriana&rsquo;s forgiveness. This is a plausible account of parts of 1.2 and 2.2, but one looks in vain for S. Antipholus&rsquo;s fear that he will likewise incur the debt that has been assessed Egeon (indeed, his failure to wonder about the <i>Syracusian</i> Marchant at <a href=""#tln_0165"" class=""ref lb"">165</a> is odd) or for Adriana&rsquo;s promise of forgiveness, though it is implied in shrive you (<a href=""#tln_0604"" class=""ref lb"">604</a>). This essay emphasizes various levels of redemption and reconciliation, especially citing Eph. 2:14&ndash;3:1 as one more significant passage linking the Epistle and the play.</p>"
2,0,2,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Less purely psychoanalytic is <a href=""#b_nevr1980"" class=""ref bibl"">Nevo</a> (1980), who is the first to use Lacan&rsquo;s mirror stage, which is later elaborated by <a href=""#b_adej1985"" class=""ref bibl"">Adelman</a> (1985) and others; on <a href=""#tln_1909"" class=""ref lb"">1909&ndash;10</a> (p. 34): The whole little episode is a deliciously comic forerunner of a Lacanian <i>stade du miroir</i>.</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_novm1981"" class=""ref bibl"">Novy</a> (1981, p. 321): In the comedies, the conflicts between emotional distance and control do not require death for their resolution. Thus the distance between parent and child is often presented largely as geographic distance and physical disguise..&nbsp;.&nbsp;. In <i>The Comedy of Errors</i>, [S.] Antipholus speaks movingly of his separation from his parents [sic: his mother and brother], caused by the romance plot conventions of tempest and shipwreck. Here, and in the romances as well, such externally enforced family separation could dramatize the frequent separation of Elizabethan families by death and standard child-rearing practices. Feeling separation as rejection probably alternated with feeling it as beyond human control like tempest and shipwreck. The reticence that the Antipholus brothers keep in their reunion&mdash;they never speak directly to each other&mdash;may show that the ideal of emotional control continues its claims even at the happy ending. At the corresponding point, the Menaechmi twins.&nbsp;.&nbsp;. speak to each other with feeling, and we might expect even more eloquence at the father-son reunion not found in the source, but we do not get it. This inarticulacy allows the actors to fill in with gestures, of course, and the audience with imagination; nevertheless it is interesting that it is the mother who has almost all the words of joy at the resolution, and that her imagery turns on childbirth [quotes <a href=""#tln_1890"" class=""ref lb"">1890&ndash;2</a>].</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_adej1985"" class=""ref bibl"">Adelman</a> (1985, pp. 73&ndash;6, 93&ndash;5) is concerned with a male identity that locates itself via bonding with another man and recognizes in women a disturbance to the bond and to the identity so constituted..&nbsp;.&nbsp;. </p>"
0,0,0,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""> <i>The Comedy of Errors</i> explores the first part of this pattern almost diagrammatically. Antipholus of Syracuse tells us that he loses himself in his quest to find his mother and brother ([<a href=""#tln_0204"" class=""ref lb"">204</a>]); but the action of the play argues that he can find himself only by so losing himself. In the course of the play, he is robbed of those external assurances by which identity is normally confirmed and begins to doubt even the self-identification of his own memory; his identity is assured only at the unravelling that occurs when he and his twin are finally face to face. His identity at this moment is contingent upon himself in a mirroring other, a process that Dromio of Ephesus makes clear when he says to his own twin, [quotes <a href=""#tln_1909"" class=""ref lb"">1909&ndash;10</a>]. Identity here develops precisely out of the tension between self and other, only in the presence of the mirroring twin who is both self and other. </p>"
0,0,0,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""> But such an identity borders perilously on fusion..&nbsp;.&nbsp;. The comedy depends throughout on just such a tension [quotes <a href=""#tln_0199"" class=""ref lb"">199&ndash;200</a>] between separation and fusion, so that we are always struggling to see which twin is which as we unravel the plot. In fact the end of the play emphasizes the process by which identity is created out of a state of undifferentiated fusion. Everyone on stage assumes for a dizzying moment that the two Antipholuses are in fact one&mdash;which is the natural man, / And which the spirit ([<a href=""#tln_1818"" class=""ref lb"">1818&ndash;19</a>])&mdash;and the remaining action discovers who is who only by a sometimes tedious insistence on the separateness of events, in effect separating out the identities from the fused mirror-images by detailing what has happened to whom. This insistence is unnecessary for the audience, who already knows the plot, but apparently necessary for the fantasy about identity embedded here: for the recounting of events already familiar to the audience seems to ward off the danger that the twins, who discover themselves in the mirror relationship, will simply fuse. If <i>Comedy</i> is thus about the tenuousness of identity, it leaves us with a radical image of the frail arena of the self: for the twins must be separated out from one another to know who they are; and yet they can know who they are only by seeing themselves mirrored in one another..&nbsp;.&nbsp;. </p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">[<i>93</i>] In <i>The Comedy of Errors</i>.&nbsp;.&nbsp;. the recovery of male bonds is suggestively associated with the return of the mother, as though the two are necessarily simultaneous, or at bottom one. The simultaneity of this recovery is I think behind Shakespeare&rsquo;s rather odd impulse to join the <i>Menaechmi</i> with the story of Apollonius of Tyre..&nbsp;.&nbsp;. At the start, Antipholus of Syracuse claims to be searching for both brother and mother, and although the search for the mother is forgotten.&nbsp;.&nbsp;. her return in the surprise ending perfectly satisfies the longings suggested by Antipholus&rsquo;s initial description of the hopelessness of his search [<a href=""#tln_0199"" class=""ref lb"">199&ndash;204</a>]..&nbsp;.&nbsp;. From the point of view of a drop of water, it presumably does not much matter whether one fuses with another drop or with an ocean: either failing to find or finding entails loss of self..&nbsp;.&nbsp;. Antipholus&rsquo;s logic works to suggest that finding the drop should forestall the larger fusion; but the metaphor itself belies this logic..&nbsp;.&nbsp;. For the search to find oneself in brother and mother is also a search for fusion in which the self will be lost.</p>"
0,0,0,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""> We may begin to understand the force of this fusion both feared and [<i>94</i>] desired if we locate Antipholus&rsquo;s metaphoric speech in its imagined point of literal embodiment in the play. The initial description of the splitting of each pair of twins, and of the parents, during their sea voyage gives us a cataclysmic image of oceanic divorce ([<a href=""#tln_0107"" class=""ref lb"">107</a>]) that seems clearly the emotional foundation for Antipholus&rsquo;s metaphor of the self confounded in the ocean. But at the same time, this cataclysmic image allows us to understand the desire for fusion inherent in Antipholus&rsquo;s watery metaphor. For the sea-splitting is in part a re-imagining of the divorce of birth itself, a fearful birth felt not as individuation but as incompletion..&nbsp;.&nbsp;. Antipholus&rsquo;s desire to find his twin&mdash;his desire for the fusion of one drop with another&mdash;is the desire to undo the violent sea-splittings that initiate the wanderings, the errors, of the play. In that sense, the starting point for the play&rsquo;s insistence on the search for the split-off mirror self is the radical sense of separation from the mother..&nbsp;.&nbsp;. Hence the power of Antipholus&rsquo;s desire for fusion and the plot-magic by which the recovery of the twin-self dissolves into the recovery of the mother. Hence too the utter appropriateness with which the Abbess redefines birth itself by associating the recovery of her children, with their birth, with the long-awaited parturition: [quotes <a href=""#tln_1890"" class=""ref lb"">1890&ndash;2</a>]..&nbsp;.&nbsp;. </p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_kahc1980"" class=""ref bibl"">Kahn</a> (1980, pp. 217&ndash;25): Shakespeare rarely portrays masculine selfhood without suggesting a filial context for it..&nbsp;.&nbsp;. It goes without saying that Shakespeare depicts all his women characters as sisters, daughters, wives, or mothers..&nbsp;.&nbsp;. Yet, at the same time, an intense ambivalence toward the family runs through Shakespeare&rsquo;s works, taking the familiar shape of conflicts between inheritance and individuality and between autonomy and relatedness..&nbsp;.&nbsp;. Characters must break out of their families in order to grow up, and when they have founded families of their own, they must learn both to accept and then to let go of their children..&nbsp;.&nbsp;. </p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Reading these five plays as a group, we watch a process of identity formation highlighted in two significantly related crises: that of the youth emerging from the family, more than a child but still not a man, and that of the father who has not yet fully accepted his fatherhood. <a href=""#b_kahc1980"" class=""ref bibl"">Kahn</a> cites Erik Erikson on identity formation, when in adolescence the instinctual and social pressures for intimacy with the opposite sex and pressures to form a stable line of work and way of life produce a crisis, forcing the individual back into the family, into the identifications of the early, preoedipal stage of ego building. In effect, the adolescent reexperiences separation and individuation, but not solely through his mother.</p>"
1,1,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Sh. changes names from Menaechmus (she neglects Sosicles) (p. 222) to Antipholus, from the Greek <i>anti</i> + <i>philos</i>: love against or opposed to, citing <a href=""#s_ard2"" class=""ref witness"">Foakes</a> (ed. 1962, p. 2: Antipholus appears to stem from the Greek Antiphilos, listed as a proper name for a lover in H. Estienne [Stephanus], <i>Thesaurus Gr&aelig;cae Linguae</i> [1572], but we do not know where Shakespeare found it.) As each character is introduced, we see that he feels uprooted and alienated from himself because he has lost the other closest to him. (This uprooting, it may be objected, is not true of anyone but S. Antipholus.) Luciana (p. 223) would drown him, but she will rescue him, save him. Metaphorically, she will save him from that obliteration of self, that inauthentic metamorphosis into another person, which her sister promised: [<i>224</i>] [quotes <a href=""#tln_0832"" class=""ref lb"">832&ndash;6</a>]. Likewise with S. Dromio&rsquo;s parody, 861&ndash;936: Dromio&rsquo;s fears of being lost in Luce prove contagious; by the end of Act III, Antipholus S. regards Luciana as a mermaid luring him to death by drowning.</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Emphasis on time shows the development of identity as process rather than a fixed state..&nbsp;.&nbsp;. [<i>225</i>] Emilia&rsquo;s final lines firmly link this sense of time with a sense of identity as growth in time&mdash;the serious and realistic theme underlying the farce: [quotes <a href=""#tln_1890"" class=""ref lb"">1890&ndash;2</a>].</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_berr1985"" class=""ref bibl"">Berry</a>&rsquo;s (1985, pp. 34&ndash;43) is a Jungian reading: [<i>Err.</i>] is rooted in the collective subconscious, and archetypes of enduring power are presented. The plot itself is a playful rendering of the hostile brother motif..&nbsp;.&nbsp;. Here, [<i>35</i>] the brothers are unwitting not hostile; it is only through ignorance that Antipholus of Syracuse intrudes upon his brother&rsquo;s domain. The Syracusan appears, archetypally, to be the younger brother; he is defensive, apprehensive, easily daunted (but luckier, for all that)..&nbsp;.&nbsp;. The elder brother is passionate, overbearing, a fighter. This mutuality of temperament is a part of the psychic integration of the play. Then again, Luciana provides perhaps the clearest statement in Shakespeare of the anima archetype. [Quotes <a href=""#tln_0850"" class=""ref lb"">850&ndash;3</a>.] She, for Antipholus, is the embodiment of this omnipresent and ageless image &lt;of woman&gt; which corresponds to the deepest reality in man [quoting Jung, <i>Aion</i>]. The final transformation of the anima is the Abbess, who also combines the functions of Great Mother and Wise Old Man..&nbsp;.&nbsp;. </p>"
0,0,0,5,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">These include S. Antipholus&rsquo;s fear of foreigners in <a href=""#tln_0263"" class=""ref lb"">263&ndash;8</a>, <a href=""#tln_0575"" class=""ref lb"">575&ndash;81</a>. (P. 38): The archetypal challenge to self comes from strangers and the echoes of a fairy world (<a href=""#tln_0584"" class=""ref lb"">584&ndash;5</a>, <a href=""#tln_0608"" class=""ref lb"">608&ndash;9</a>, <a href=""#tln_0611"" class=""ref lb"">611&ndash;12</a>): There is the house, there is the fair witch, offering whatever inducement of gingerbread or blandishment that can tempt the hero&mdash;or victim.</p>"
0,0,0,5,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><i>Amphitruo</i> dramatizes (p. 39) a primal fear in the locking out of the rightful husband while his double makes love to Alcmena; some of Shakespeare&rsquo;s audience would get that allusion. But everyone would receive the impression of sexual congress behind locked doors..&nbsp;.&nbsp;. Adriana is clearly in a mood to charm her husband, and is insistent that they are <i>not</i> to be disturbed: [quotes <a href=""#tln_0602"" class=""ref lb"">602&ndash;7</a>]. The audience is now to be teased with a sexual fantasy, confirmed by the bawdry of Are you there, wife? You might have come before ([<a href=""#tln_0710"" class=""ref lb"">710&ndash;11</a>]), Your cake here is warm within ([<a href=""#tln_0725"" class=""ref lb"">725</a>]), It would make a man mad as a buck to be so bought and sold [<a href=""#tln_0727"" class=""ref lb"">727&ndash;8</a>]. See n. <a href=""#cn_0727a"" class=""ref note_cn"">727</a> on whether this is certainly bawdry. The audience, he says, believes that the sex has occurred, despite his quoting of Adriana&rsquo;s parting Come sister, <i>Dromio</i> play the Porter well [which might add exhibitionism and voyeurism to the proceedings]. E. Antipholus likewise supposes that he has been cuckolded, hence makes plans for (p. 40) a sexual revenge with the Courtesan, depending on <i>Ile knocke else-where, to see if they&rsquo;ll disdaine me</i> (<a href=""#tln_0782"" class=""ref lb"">782</a>): Knocking is standard slang for sexual entry. But above all, the double-entendres and bawdry of the text stem from the stage symbolism itself: the house, perceived from earliest times as the coding for woman, and the knocking at the gates, the male attempts at entry. The symbolism is the more charged if the nature of the inner action is considered. What is held before the audience as a <i>theatrical</i> possibility is incest..&nbsp;.&nbsp;. Here in III.i, at the midpoint of <i>The Comedy of Errors</i>, incest is the compelling fantasy which is held before the audience as a likely reality. It is the dark centre of a play shot with fitful visions. Has it happened?</p>"
1,0,1,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">No, it has not, since in the next scene Luciana upbraids S. Antipholus for not performing (p. 41) <i>a husband&rsquo;s office</i> (<a href=""#tln_0788"" class=""ref lb"">788</a>). <a href=""#b_berr1985"" class=""ref bibl"">Berry</a> is one of the few critics who notice the church&rsquo;s prohibition of sexual intercourse with one&rsquo;s sister-in-law. In any event, the audience is quickly comforted out of its brief anxiety. The real message, which is one of reassurance, has come earlier through numerous channels.</p>"
